season,date,playoff,neutral,status,home_team,away_team,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,home_team_score,away_team_score,home_team_postgame_rating,away_team_postgame_rating,commissioners_cup_final
2022,2022-05-19,0,0,post,Phoenix Mercury,Dallas Wings,PHO,DAL,1539.51749548011,1462.34035367032,0.711931696755481,0.288068303244519,84,94,1515.85557331165,1486.00227583878,0
2022,2022-05-19,0,0,post,Las Vegas Aces,Minnesota Lynx,LVA,MIN,1613.51361964227,1491.64507578262,0.761704783983718,0.238295216016282,93,87,1617.95572460364,1487.20297082125,0
2022,2022-05-20,0,0,post,Connecticut Sun,Indiana Fever,CON,IND,1602.78804373054,1368.78289453773,0.859066591102336,0.140933408897664,94,85,1605.85796724936,1365.71297101891,0
2022,2022-05-20,0,0,post,Atlanta Dream,Washington Mystics,ATL,WAS,1461.98269778753,1521.11155829768,0.529999906541604,0.470000093458396,73,78,1451.36189982671,1531.7323562585,0
2022,2022-05-20,0,0,post,Seattle Storm,Los Angeles Sparks,SEA,LAS,1515.09408899784,1476.27873025631,0.664621104069656,0.335378895930344,83,80,1519.88831653861,1471.48450271553,0
2022,2022-05-21,0,0,post,Las Vegas Aces,Phoenix Mercury,LVA,PHO,1617.95572460364,1515.85557331165,0.740439235118159,0.259560764881841,100,80,1628.34666142947,1505.46463648582,0
2022,2022-05-21,0,0,post,Dallas Wings,Minnesota Lynx,DAL,MIN,1486.00227583878,1487.20297082125,0.611496074746268,0.388503925253732,94,78,1500.38846215194,1472.81678450809,0
2022,2022-05-22,0,0,post,Indiana Fever,Connecticut Sun,IND,CON,1365.71297101891,1605.85796724936,0.284577286322797,0.715422713677203,70,92,1353.34509135834,1618.22584690993,0
2022,2022-05-22,0,0,post,Washington Mystics,Chicago Sky,WAS,CHI,1531.7323562585,1572.36934036365,0.556406794785288,0.443593205214712,73,82,1516.07457341624,1588.02712320591,0
2022,2022-05-23,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1628.34666142947,1471.48450271553,0.796326035038648,0.203673964961352,104,76,1638.31817180282,1461.51299234218,0
2022,2022-05-24,0,0,post,Washington Mystics,Atlanta Dream,WAS,ATL,1516.07457341624,1451.36189982671,0.696995883277153,0.303004116722847,70,50,1528.52983438422,1438.90663885873,0
2022,2022-05-24,0,0,post,Connecticut Sun,Dallas Wings,CON,DAL,1618.22584690993,1500.38846215194,0.75746724690108,0.24253275309892,77,85,1595.34869684528,1523.26561221659,0
2022,2022-05-24,0,0,post,Chicago Sky,Indiana Fever,CHI,IND,1588.02712320591,1353.34509135834,0.859537679198587,0.140462320801413,95,90,1590.23824423512,1351.13397032913,0
2022,2022-05-24,0,0,post,Minnesota Lynx,New York Liberty,MIN,NYL,1472.81678450809,1374.56882383292,0.736154778168299,0.263845221831701,84,78,1477.81651286998,1369.56909547103,0
2022,2022-05-25,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1461.51299234218,1505.46463648582,0.551692394169165,0.448307605830835,99,94,1470.09912470155,1496.87850412645,0
2022,2022-05-26,0,0,post,Connecticut Sun,Dallas Wings,CON,DAL,1595.34869684528,1523.26561221659,0.705880665371404,0.294119334628596,99,68,1611.79013259262,1506.82417646925,0
2022,2022-05-27,0,0,post,Indiana Fever,Los Angeles Sparks,IND,LAS,1351.13397032913,1470.09912470155,0.444158559731984,0.555841440268016,101,96,1362.4390350546,1458.79405997608,0
2022,2022-05-27,0,0,post,Seattle Storm,New York Liberty,SEA,NYL,1519.88831653861,1369.56909547103,0.79014903854427,0.20985096145573,79,71,1524.39312690966,1365.06428509998,0
2022,2022-05-28,0,0,post,Chicago Sky,Las Vegas Aces,CHI,LVA,1590.23824423512,1638.31817180282,0.545807865626023,0.454192134373977,76,83,1577.04441726266,1651.51199877528,0
2022,2022-05-28,0,0,post,Connecticut Sun,Washington Mystics,CON,WAS,1611.79013259262,1528.52983438422,0.719059624712627,0.280940375287373,79,71,1618.10716243465,1522.21280454219,0
2022,2022-05-29,0,0,post,Atlanta Dream,Phoenix Mercury,ATL,PHO,1438.90663885873,1496.87850412645,0.531658624845313,0.468341375154687,81,54,1465.01439781641,1470.77074516877,0
2022,2022-05-29,0,0,post,Seattle Storm,New York Liberty,SEA,NYL,1524.39312690966,1365.06428509998,0.798619355252475,0.201380644747525,92,61,1534.99095917619,1354.46645283345,0
2022,2022-05-29,0,0,post,Minnesota Lynx,Los Angeles Sparks,MIN,LAS,1477.81651286998,1458.79405997608,0.638767573078053,0.361232426921947,83,85,1468.43098304902,1468.17958979704,0
2022,2022-05-31,0,0,post,Chicago Sky,Phoenix Mercury,CHI,PHO,1577.04441726266,1470.77074516877,0.745029782800301,0.254970217199699,73,70,1580.51801909786,1467.29714333357,0
2022,2022-05-31,0,0,post,Indiana Fever,Washington Mystics,IND,WAS,1362.4390350546,1522.21280454219,0.38717212799886,0.61282787200114,75,87,1350.5811807024,1534.07065889439,0
2022,2022-05-31,0,0,post,Las Vegas Aces,Connecticut Sun,LVA,CON,1651.51199877528,1618.10716243465,0.65764357085276,0.34235642914724,89,81,1659.49147870678,1610.12768250315,0
2022,2022-05-31,0,0,post,Los Angeles Sparks,Dallas Wings,LAS,DAL,1468.17958979704,1506.82417646925,0.559235732283581,0.440764267716419,93,91,1473.95181645888,1501.05194980741,0
2022,2022-06-01,0,0,post,New York Liberty,Indiana Fever,NYL,IND,1354.46645283345,1350.5811807024,0.618428290263468,0.381571709736532,87,74,1366.73407686826,1338.31355666759,0
2022,2022-06-01,0,0,post,Atlanta Dream,Minnesota Lynx,ATL,MIN,1465.01439781641,1468.43098304902,0.608461448364884,0.391538551635116,84,76,1474.39349197171,1459.05188889372,0
2022,2022-06-02,0,0,post,Las Vegas Aces,Connecticut Sun,LVA,CON,1659.49147870678,1610.12768250315,0.678017929896253,0.321982070103747,90,97,1641.67658190824,1627.94257930169,0
2022,2022-06-03,0,0,post,Washington Mystics,New York Liberty,WAS,NYL,1534.07065889439,1366.73407686826,0.805930914264797,0.194069085735203,70,74,1516.27853238747,1384.52620337518,0
2022,2022-06-03,0,0,post,Atlanta Dream,Chicago Sky,ATL,CHI,1474.39349197171,1580.51801909786,0.462474478530149,0.537525521469851,65,73,1462.87712104258,1592.03439002699,0
2022,2022-06-03,0,0,post,Seattle Storm,Dallas Wings,SEA,DAL,1534.99095917619,1501.05194980741,0.658335554619177,0.341664445380823,51,68,1505.28275223031,1530.76015675329,0
2022,2022-06-03,0,0,post,Phoenix Mercury,Connecticut Sun,PHO,CON,1467.29714333357,1627.94257930169,0.385982251392855,0.614017748607145,88,92,1460.87632770841,1634.36339492685,0
2022,2022-06-05,0,0,post,New York Liberty,Minnesota Lynx,NYL,MIN,1384.52620337518,1459.05188889372,0.507877519938153,0.492122480061847,77,84,1372.51014839557,1471.06794387333,0
2022,2022-06-05,0,0,post,Atlanta Dream,Indiana Fever,ATL,IND,1462.87712104258,1338.31355666759,0.764509258028669,0.235490741971331,75,66,1468.3927229256,1332.79795478457,0
2022,2022-06-05,0,0,post,Las Vegas Aces,Dallas Wings,LVA,DAL,1641.67658190824,1530.76015675329,0.750073304912735,0.249926695087265,84,78,1646.37092300589,1526.06581565564,0
2022,2022-06-05,0,0,post,Phoenix Mercury,Los Angeles Sparks,PHO,LAS,1460.87632770841,1473.95181645888,0.595138340164594,0.404861659835406,81,74,1469.92849457713,1464.89964959016,0
2022,2022-06-05,0,0,post,Chicago Sky,Washington Mystics,CHI,WAS,1592.03439002699,1516.27853238747,0.71025087490629,0.28974912509371,91,82,1599.05644151001,1509.25648090445,0
2022,2022-06-05,0,0,post,Seattle Storm,Connecticut Sun,SEA,CON,1505.28275223031,1634.36339492685,0.429833404044613,0.570166595955387,86,93,1495.54024284894,1644.10590430822,0
2022,2022-06-07,0,0,post,New York Liberty,Minnesota Lynx,NYL,MIN,1372.51014839557,1471.06794387333,0.473318554853469,0.526681445146531,88,69,1396.17364458326,1447.40444768564,0
2022,2022-06-07,0,0,post,Seattle Storm,Atlanta Dream,SEA,ATL,1495.54024284894,1468.3927229256,0.649488293176615,0.350511706823385,72,60,1506.05877789922,1457.87418787532,0
2022,2022-06-08,0,0,post,Connecticut Sun,Indiana Fever,CON,IND,1644.10590430822,1332.79795478457,0.904870234017899,0.0951297659821011,88,69,1647.312699923,1329.59115916979,0
2022,2022-06-08,0,0,post,Washington Mystics,Chicago Sky,WAS,CHI,1509.25648090445,1599.05644151001,0.485900462043253,0.514099537956747,84,82,1516.26680759549,1592.04611481897,0
2022,2022-06-10,0,0,post,Indiana Fever,New York Liberty,IND,NYL,1329.59115916979,1396.17364458326,0.519299762037474,0.480700237962526,83,97,1310.68684393543,1415.07795981762,0
2022,2022-06-10,0,0,post,Connecticut Sun,Chicago Sky,CON,CHI,1647.312699923,1592.04611481897,0.685390606633676,0.314609393366324,79,83,1633.70288117425,1605.65593356772,0
2022,2022-06-10,0,0,post,Dallas Wings,Seattle Storm,DAL,SEA,1526.06581565564,1506.05877789922,0.640074333111445,0.359925666888555,88,89,1518.1919136795,1513.93267987536,0
2022,2022-06-10,0,0,post,Minnesota Lynx,Washington Mystics,MIN,WAS,1447.40444768564,1516.26680759549,0.516022864364811,0.483977135635189,59,76,1426.05057423929,1537.62068104184,0
2022,2022-06-10,0,0,post,Phoenix Mercury,Atlanta Dream,PHO,ATL,1469.92849457713,1457.87418787532,0.629461464290506,0.370538535709494,90,88,1474.59773326504,1453.20494918741,0
2022,2022-06-11,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1464.89964959016,1646.37092300589,0.357986144099989,0.642013855900011,72,89,1451.31994957551,1659.95062302054,0
2022,2022-06-12,0,0,post,New York Liberty,Chicago Sky,NYL,CHI,1415.07795981762,1605.65593356772,0.346029551355214,0.653970448644786,86,88,1410.77692916044,1609.9569642249,0
2022,2022-06-12,0,0,post,Dallas Wings,Seattle Storm,DAL,SEA,1518.1919136795,1513.93267987536,0.618936142576974,0.381063857423026,79,84,1505.11447686443,1527.01011669043,0
2022,2022-06-12,0,0,post,Washington Mystics,Phoenix Mercury,WAS,PHO,1537.62068104184,1474.59773326504,0.694937718136966,0.305062281863034,90,99,1516.2332292466,1495.98518506028,0
2022,2022-06-12,0,0,post,Minnesota Lynx,Indiana Fever,MIN,IND,1426.05057423929,1310.68684393543,0.754841718270299,0.245158281729701,80,84,1410.20753840253,1326.52987977219,0
2022,2022-06-14,0,0,post,Washington Mystics,Phoenix Mercury,WAS,PHO,1516.2332292466,1495.98518506028,0.640393886258324,0.359606113741676,83,65,1530.43020127022,1481.78821303666,0
2022,2022-06-14,0,0,post,Minnesota Lynx,Seattle Storm,MIN,SEA,1410.20753840253,1527.01011669043,0.447234036476625,0.552765963523375,79,81,1404.32986148953,1532.88779360343,0
2022,2022-06-15,0,0,post,Dallas Wings,Las Vegas Aces,DAL,LVA,1505.11447686443,1659.95062302054,0.393937347772768,0.606062652227232,84,92,1495.6654753834,1669.39962450157,0
2022,2022-06-15,0,0,post,Connecticut Sun,Atlanta Dream,CON,ATL,1633.70288117425,1453.20494918741,0.817506849030572,0.182493150969428,105,92,1638.88406739598,1448.02376296568,0
2022,2022-06-15,0,0,post,Indiana Fever,Phoenix Mercury,IND,PHO,1326.52987977219,1481.78821303666,0.393357260684548,0.606642739315452,80,93,1313.801023162,1494.51706964685,0
2022,2022-06-16,0,0,post,New York Liberty,Washington Mystics,NYL,WAS,1410.77692916044,1530.43020127022,0.443180848087942,0.556819151912058,77,65,1429.51324299628,1511.69388743438,0
2022,2022-06-17,0,0,post,Connecticut Sun,Seattle Storm,CON,SEA,1638.88406739598,1532.88779360343,0.744726329090783,0.255273670909217,82,71,1645.73519285119,1526.03666814822,0
2022,2022-06-17,0,0,post,Dallas Wings,Phoenix Mercury,DAL,PHO,1495.6654753834,1494.51706964685,0.614703713976347,0.385296286023653,93,88,1502.79477910633,1487.38776592392,0
2022,2022-06-17,0,0,post,Chicago Sky,Atlanta Dream,CHI,ATL,1609.9569642249,1448.02376296568,0.80101965865907,0.19898034134093,106,100,1613.56658503091,1444.41414215967,0
2022,2022-06-19,0,0,post,New York Liberty,Seattle Storm,NYL,SEA,1429.51324299628,1526.03666814822,0.47623879128267,0.52376120871733,72,81,1416.70282448132,1538.84708666318,0
2022,2022-06-19,0,0,post,Washington Mystics,Connecticut Sun,WAS,CON,1511.69388743438,1645.73519285119,0.422849495110409,0.577150504889591,71,63,1527.02924224232,1630.39983804325,0
2022,2022-06-19,0,0,post,Indiana Fever,Chicago Sky,IND,CHI,1313.801023162,1613.56658503091,0.220101965642819,0.779898034357181,89,87,1326.60322137651,1600.7643868164,0
2022,2022-06-19,0,0,post,Dallas Wings,Los Angeles Sparks,DAL,LAS,1502.79477910633,1451.31994957551,0.680665087699629,0.319334912300371,92,82,1511.1906333051,1442.92409537674,0
2022,2022-06-19,0,0,post,Las Vegas Aces,Minnesota Lynx,LVA,MIN,1669.39962450157,1404.32986148953,0.879359762896767,0.120640237103233,96,95,1670.46958384039,1403.25990215071,0
2022,2022-06-21,0,0,post,Atlanta Dream,Dallas Wings,ATL,DAL,1444.41414215967,1511.1906333051,0.519020975347725,0.480979024652275,80,75,1453.79245484299,1501.81232062178,0
2022,2022-06-21,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1487.38776592392,1403.25990215071,0.720067394424587,0.279932605575413,71,84,1458.94988549179,1431.69778258284,0
2022,2022-06-21,0,0,post,Las Vegas Aces,Chicago Sky,LVA,CHI,1670.46958384039,1600.7643868164,0.70303082383522,0.29696917616478,95,104,1648.7016563125,1622.53231434429,0
2022,2022-06-21,0,0,post,Los Angeles Sparks,Washington Mystics,LAS,WAS,1442.92409537674,1527.02924224232,0.494092493672432,0.505907506327568,84,82,1449.79118184491,1520.16215577415,0
2022,2022-06-22,0,0,post,Connecticut Sun,New York Liberty,CON,NYL,1630.39983804325,1416.70282448132,0.844310399369774,0.155689600630226,77,81,1610.85681070974,1436.24585181483,0
2022,2022-06-23,0,0,post,Dallas Wings,Indiana Fever,DAL,IND,1501.81232062178,1326.60322137651,0.812920805713861,0.187079194286139,94,68,1510.38968450942,1318.02585748887,0
2022,2022-06-23,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1431.69778258284,1458.94988549179,0.575332421588412,0.424667578411588,100,88,1444.97382138624,1445.67384668839,0
2022,2022-06-23,0,0,post,Seattle Storm,Washington Mystics,SEA,WAS,1538.84708666318,1520.16215577415,0.638319133070301,0.361680866929699,85,71,1550.91913450782,1508.09010792951,0
2022,2022-06-23,0,0,post,Los Angeles Sparks,Chicago Sky,LAS,CHI,1449.79118184491,1622.53231434429,0.369616851763625,0.630383148236375,59,82,1432.38334009617,1639.94015609303,0
2022,2022-06-24,0,0,post,Atlanta Dream,New York Liberty,ATL,NYL,1453.79245484299,1436.24585181483,0.636804948855279,0.363195051144721,77,89,1431.28829283614,1458.75001382168,0
2022,2022-06-25,0,0,post,Dallas Wings,Phoenix Mercury,DAL,PHO,1510.38968450942,1445.67384668839,0.696999730090646,0.303000269909354,72,83,1486.08623763623,1469.97729356158,0
2022,2022-06-25,0,0,post,Seattle Storm,Los Angeles Sparks,SEA,LAS,1550.91913450782,1432.38334009617,0.758205066675132,0.241794933324868,77,85,1528.00449029454,1455.29798430945,0
2022,2022-06-25,0,0,post,Las Vegas Aces,Washington Mystics,LVA,WAS,1648.7016563125,1508.09010792951,0.780732845918973,0.219267154081027,86,87,1637.97219463127,1518.81956961074,0
2022,2022-06-26,0,0,post,Atlanta Dream,Connecticut Sun,ATL,CON,1431.28829283614,1610.85681070974,0.360507423834203,0.639492576165797,61,72,1420.99324228882,1621.15186125706,0
2022,2022-06-26,0,0,post,Chicago Sky,Minnesota Lynx,CHI,MIN,1639.94015609303,1444.97382138624,0.829605430551449,0.170394569448551,88,85,1642.12652415424,1442.78745332503,0
2022,2022-06-27,0,0,post,Phoenix Mercury,Indiana Fever,PHO,IND,1469.97729356158,1318.02585748887,0.791702739752043,0.208297260247957,83,71,1475.70168566479,1312.30146538566,0
2022,2022-06-27,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1455.29798430945,1637.97219463127,0.356396204753123,0.643603795246877,73,79,1448.16714501264,1645.10303392808,0
2022,2022-06-28,0,0,post,Washington Mystics,Atlanta Dream,WAS,ATL,1518.81956961074,1420.99324228882,0.735683086929692,0.264316913070308,92,74,1528.68762968714,1411.12518221242,0
2022,2022-06-28,0,0,post,Minnesota Lynx,Dallas Wings,MIN,DAL,1442.78745332503,1486.08623763623,0.552621711160414,0.447378288839586,92,64,1468.09752230629,1460.77616865497,0
2022,2022-06-29,0,0,post,Chicago Sky,Connecticut Sun,CHI,CON,1642.12652415424,1621.15186125706,0.641356563994795,0.358643436005205,91,83,1650.5625249436,1612.7158604677,0
2022,2022-06-29,0,0,post,Seattle Storm,Las Vegas Aces,SEA,LVA,1528.00449029454,1645.10303392808,0.446812889627211,0.553187110372789,88,78,1544.57012183921,1628.53740238341,0
2022,2022-06-29,0,0,post,Phoenix Mercury,Indiana Fever,PHO,IND,1475.70168566479,1312.30146538566,0.802362236919449,0.197637763080551,99,78,1483.55168270605,1304.4514683444,0
2022,2022-06-30,0,0,post,New York Liberty,Atlanta Dream,NYL,ATL,1458.75001382168,1411.12518221242,0.675828705502427,0.324171294497573,81,92,1435.54361273619,1434.33158329791,0
2022,2022-07-01,0,0,post,Minnesota Lynx,Las Vegas Aces,MIN,LVA,1468.09752230629,1628.53740238341,0.386262725278224,0.613737274721776,85,91,1460.23995093578,1636.39497375392,0
2022,2022-07-01,0,0,post,Dallas Wings,Los Angeles Sparks,DAL,LAS,1460.77616865497,1448.16714501264,0.630205938722527,0.369794061277473,89,97,1443.47309213211,1465.4702215355,0
2022,2022-07-01,0,0,post,Seattle Storm,Indiana Fever,SEA,IND,1544.57012183921,1304.4514683444,0.863273750265178,0.136726249734822,73,57,1548.85490738444,1300.16668279917,0
2022,2022-07-02,0,0,post,Chicago Sky,Phoenix Mercury,CHI,PHO,1650.5625249436,1483.55168270605,0.805637467205823,0.194362532794177,91,75,1656.95100091717,1477.16320673248,0
2022,2022-07-03,0,0,post,Connecticut Sun,Washington Mystics,CON,WAS,1612.7158604677,1528.68762968714,0.719951772468723,0.280048227531277,74,72,1616.06518732982,1525.33830282502,0
2022,2022-07-03,0,0,post,Atlanta Dream,Seattle Storm,ATL,SEA,1434.33158329791,1548.85490738444,0.450479816926957,0.549520183073043,90,76,1454.68338847731,1528.50310220504,0
2022,2022-07-03,0,0,post,Los Angeles Sparks,New York Liberty,LAS,NYL,1465.4702215355,1435.54361273619,0.65312146037901,0.34687853962099,84,74,1474.73475220829,1426.2790820634,0
2022,2022-07-03,0,0,post,Minnesota Lynx,Las Vegas Aces,MIN,LVA,1460.23995093578,1636.39497375392,0.365049795965665,0.634950204034335,102,71,1503.37021506937,1593.26470962033,0
2022,2022-07-04,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1474.73475220829,1477.16320673248,0.609815728997043,0.390184271002957,78,75,1480.4857023722,1471.41225656857,0
2022,2022-07-05,0,0,post,Indiana Fever,Seattle Storm,IND,SEA,1300.16668279917,1528.50310220504,0.298616835409206,0.701383164590794,73,95,1287.07904077144,1541.59074423277,0
2022,2022-07-05,0,0,post,Dallas Wings,Connecticut Sun,DAL,CON,1443.47309213211,1616.06518732982,0.369816771463326,0.630183228536674,82,71,1464.45715632673,1595.0811231352,0
2022,2022-07-06,0,0,post,Minnesota Lynx,Chicago Sky,MIN,CHI,1503.37021506937,1656.95100091717,0.395663980118637,0.604336019881363,81,78,1513.42202232053,1646.89919366601,0
2022,2022-07-06,0,0,post,Atlanta Dream,Washington Mystics,ATL,WAS,1454.68338847731,1525.33830282502,0.513445417045787,0.486554582954213,66,85,1431.78588112186,1548.23581018047,0
2022,2022-07-06,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1593.26470962033,1426.2790820634,0.805614738189514,0.194385261810486,107,116,1565.90118579149,1453.64260589224,0
2022,2022-07-07,0,0,post,Indiana Fever,Chicago Sky,IND,CHI,1287.07904077144,1646.89919366601,0.166481142461993,0.833518857538007,84,93,1283.3715809979,1650.60665343955,0
2022,2022-07-07,0,0,post,Phoenix Mercury,New York Liberty,PHO,NYL,1471.41225656857,1453.64260589224,0.637101857853582,0.362898142146418,84,81,1476.6808762936,1448.37398616721,0
2022,2022-07-07,0,0,post,Los Angeles Sparks,Seattle Storm,LAS,SEA,1480.4857023722,1541.59074423277,0.527165254314389,0.472834745685611,69,106,1442.26431544621,1579.81213115876,0
2022,2022-07-12,0,0,post,Seattle Storm,Dallas Wings,SEA,DAL,1579.81213115876,1464.45715632673,0.754832391242013,0.245167608757987,83,74,1585.59096686276,1458.67832062273,0
2022,2022-07-12,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1448.37398616721,1565.90118579149,0.446203064765011,0.553796935234989,101,107,1438.99454583516,1575.28062612354,0
2022,2022-07-12,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1513.42202232053,1476.6808762936,0.661954440880289,0.338045559119711,118,107,1522.954332711,1467.14856590313,0
2022,2022-07-12,0,0,post,Chicago Sky,Atlanta Dream,CHI,ATL,1650.60665343955,1431.78588112186,0.848148238649492,0.151851761350508,90,75,1655.22666916866,1427.16586539275,0
2022,2022-07-12,0,0,post,Los Angeles Sparks,Washington Mystics,LAS,WAS,1442.26431544621,1548.23581018047,0.462693476582729,0.537306523417271,81,94,1426.71342824313,1563.78669738355,0
2022,2022-07-13,0,0,post,Indiana Fever,Connecticut Sun,IND,CON,1283.3715809979,1595.0811231352,0.208526982334099,0.791473017665901,81,89,1278.89939240214,1599.55331173096,0
2022,2022-07-14,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1438.99454583516,1575.28062612354,0.419699103076345,0.580300896923655,74,108,1412.05018398354,1602.22498797516,0
2022,2022-07-14,0,0,post,Minnesota Lynx,Dallas Wings,MIN,DAL,1522.954332711,1458.67832062273,0.696464761365571,0.303535238634429,87,92,1507.44006837812,1474.19258495561,0
