season,date,playoff,neutral,status,home_team,away_team,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,home_team_score,away_team_score,home_team_postgame_rating,away_team_postgame_rating,commissioners_cup_final
1998,1998-06-15,0,0,post,Sacramento Monarchs,Los Angeles Sparks,SAC,LAS,1449.52276490399,1519.12602292526,0.514957650044981,0.485042349955019,73,69,1458.04115648836,1510.60763134089,0
1998,1998-06-17,0,0,post,Charlotte Sting,Dallas Wings,CHA,DAL,1496.68477956903,1284.28710836417,0.843324667286382,0.156675332713618,71,67,1498.93326189287,1282.03862604033,0
1998,1998-06-17,0,0,post,Sacramento Monarchs,New York Liberty,SAC,NYL,1458.04115648836,1479.33097923463,0.583695613792962,0.416304386207038,48,64,1433.93218630108,1503.4399494219,0
1998,1998-06-17,0,0,post,Houston Comets,Cleveland Rockers,HOU,CLE,1581.87656595886,1540.60063477193,0.667770904162221,0.332229095837779,87,69,1594.79158431361,1527.68561641718,0
1998,1998-06-18,0,0,post,Washington Mystics,Las Vegas Aces,WAS,LVA,1286.08302726765,1428.81232146951,0.410693592770535,0.589306407229465,85,76,1302.99301094701,1411.90233779015,0
1998,1998-06-18,0,0,post,Los Angeles Sparks,New York Liberty,LAS,NYL,1510.60763134089,1503.4399494219,0.622876962207678,0.377123037792322,78,75,1516.12618123229,1497.9213995305,0
1998,1998-06-19,0,0,post,Cleveland Rockers,Dallas Wings,CLE,DAL,1527.68561641718,1282.03862604033,0.866986728929738,0.133013271070262,68,66,1529.11325683245,1280.61098562506,0
1998,1998-06-19,0,0,post,Sacramento Monarchs,Houston Comets,SAC,HOU,1433.93218630108,1594.79158431361,0.385690387979741,0.614309612020259,68,79,1422.76314622052,1605.96062439417,0
1998,1998-06-20,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1497.9213995305,1411.90233779015,0.722256545884991,0.277743454115009,68,64,1502.26310087018,1407.56063645047,0
1998,1998-06-20,0,0,post,Washington Mystics,Dallas Wings,WAS,DAL,1302.99301094701,1280.61098562506,0.643217899414475,0.356782100585525,57,70,1278.95693615625,1304.64706041582,0
